old_name,new_name,section,row,seat
C106__ATT-Stadium-Soccer-Section-C106-Row-13_on_6-23-2024_FL.jpg,sectionC106-1.jpg,C106,13,
C113__ATT-Stadium-Soccer-Section-C113-Row-12_on_6-23-2024_FL.jpg,sectionC113-1.jpg,C113,12,
C207__ATT-Stadium-Soccer-Section-430-Row-5-v1_on_6-23-2024_FL.jpg,sectionC207-1.jpg,C207,5,
C212__ATT-Stadium-Soccer-Section-C212-Row-15_on_6-23-2024_FL.jpg,sectionC212-1.jpg,C212,15,
C231__ATT-Stadium-Soccer-Section-430-Row-5-v1_on_6-23-2024_FL.jpg,sectionC231-1.jpg,C231,5,
C232__ATT-Stadium-Soccer-Section-430-Row-5-v1_on_6-23-2024_FL.jpg,sectionC232-1.jpg,C232,5,
C238__ATT-Stadium-Soccer-Section-430-Row-5-v1_on_6-23-2024_FL.jpg,sectionC238-1.jpg,C238,5,
C310__ATT-Stadium-Soccer-Section-C310-Row-9_on_6-23-2024_FL.jpg,sectionC310-1.jpg,C310,9,
C311__ATT-Stadium-Soccer-Section-430-Row-5-v1_on_6-23-2024_FL.jpg,sectionC311-1.jpg,C311,5,
C333__ATT-Stadium-Soccer-Section-430-Row-5-v1_on_6-23-2024_FL.jpg,sectionC333-1.jpg,C333,5,
C334__ATT-Stadium-Soccer-Section-C334-Row-8_on_6-23-2024_FL.jpg,sectionC334-1.jpg,C334,8,
C335__ATT-Stadium-Soccer-Section-C335-Row-8_on_6-23-2024_FL.jpg,sectionC335-1.jpg,C335,8,
C336__ATT-Stadium-Soccer-Section-C336-Row-8_on_6-23-2024_FL.jpg,sectionC336-1.jpg,C336,8,
C337__ATT-Stadium-Soccer-Section-C337-Row-8_on_6-23-2024_FL.jpg,sectionC337-1.jpg,C337,8,
